Symbol	Name	MarketCap	Sector	Industry
CTXRW	"Citius Pharmaceuticals, Inc."	0	Health Care	Major Pharmaceuticals
CTXS	"Citrix Systems, Inc."	14442939533	Technology	Computer Software: Prepackaged Software
CUBA	"The Herzfeld Caribbean Basin Fund, Inc."	40830541.23	n/a	n/a
CUE	"Cue Biopharma, Inc."	236737808.2	Health Care	Major Pharmaceuticals
CUI	"CUI Global, Inc."	85515162	Consumer Non-Durables	Electronic Components
CUR	"Neuralstem, Inc."	17130815.82	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CUTR	"Cutera, Inc."	569921347.6	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVBF	CVB Financial Corporation	2522811537	Finance	Major Banks
CVCO	"Cavco Industries, Inc."	1940592521	Basic Industries	Homebuilding
CVCY	Central Valley Community Bancorp	298547232.9	Finance	Major Banks
CVGI	"Commercial Vehicle Group, Inc."	234061506.2	Capital Goods	Auto Parts:O.E.M.
CVGW	"Calavo Growers, Inc."	1718112845	Consumer Non-Durables	Farming/Seeds/Milling
CVLT	"Commvault Systems, Inc."	3129072149	Technology	Computer Software: Prepackaged Software
CVLY	"Codorus Valley Bancorp, Inc"	289353622.4	Finance	Savings Institutions
CVON	"ConvergeOne Holdings, Inc."	724675389.5	Technology	Computer Software: Prepackaged Software
CVTI	"Covenant Transportation Group, Inc."	605291238	Transportation	Trucking Freight/Courier Services
CVV	CVD Equipment Corporation	44755118.1	Technology	Industrial Machinery/Components
CWAY	"Coastway Bancorp, Inc."	122159875.4	Finance	Savings Institutions
CWBC	Community West Bancshares	97209544.37	Finance	Major Banks
CWBR	"CohBar, Inc."	250924603.2	Health Care	Major Pharmaceuticals
CWCO	Consolidated Water Co. Ltd.	194471017	Public Utilities	Water Supply
CWST	"Casella Waste Systems, Inc."	1102639280	Public Utilities	Environmental Services
CXDC	China XD Plastics Company Limited	159128739.2	Capital Goods	Containers/Packaging
CXSE	WisdomTree China ex-State-Owned Enterprises Fund	198173250	n/a	n/a
CY	Cypress Semiconductor Corporation	5768138726	Technology	Semiconductors
CYAD	Celyad SA	15576249.32	Health Care	Major Pharmaceuticals
CYAN	Cyanotech Corporation	23774999.81	Consumer Durables	Specialty Chemicals
CYBE	CyberOptics Corporation	132412190.4	Capital Goods	Electronic Components
CYBR	CyberArk Software Ltd.	2312597495	Technology	Computer Software: Prepackaged Software
CYCC	"Cyclacel Pharmaceuticals, Inc."	17756221.56	Health Care	Major Pharmaceuticals
CYCCP	"Cyclacel Pharmaceuticals, Inc."	2263092.75	Health Care	Major Pharmaceuticals
CYHHZ	"Community Health Systems, Inc."	0	Health Care	Hospital/Nursing Management
CYOU	Changyou.com Limited	312438436.6	Technology	Computer Software: Prepackaged Software
CYRN	CYREN Ltd.	154063684.3	Technology	Computer Software: Prepackaged Software
CYRX	"CryoPort, Inc."	447857287.1	Transportation	Oil Refining/Marketing
CYRXW	"CryoPort, Inc."	0	Transportation	Oil Refining/Marketing
CYTK	"Cytokinetics, Incorporated"	506747055.1	Health Care	Major Pharmaceuticals
CYTR	CytRx Corporation	42215063.76	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
CYTX	Cytori Therapeutics Inc.	1016899.446	Health Care	Medical/Dental Instruments
CYTXW	Cytori Therapeutics Inc.	0	Health Care	Medical/Dental Instruments
CYTXZ	Cytori Therapeutics Inc.	0	Health Care	Medical/Dental Instruments
CZFC	Citizens First Corporation	66104864.01	Finance	Major Banks
CZNC	Citizens & Northern Corp	332435670.1	Finance	Major Banks
CZR	Caesars Entertainment Corporation	7865288565	Consumer Services	Hotels/Resorts
CZWI	"Citizens Community Bancorp, Inc."	83654898.32	Finance	Savings Institutions
DAIO	Data I/O Corporation	52922265.88	Capital Goods	Electrical Products
DAKT	"Daktronics, Inc."	385245720	Consumer Durables	Miscellaneous manufacturing industries
DALI	First Trust DorseyWright DALI 1 ETF	33657400.8	n/a	n/a
DARE	"Dare Bioscience, Inc."	14621508.3	Health Care	Major Pharmaceuticals
DAVE	"Famous Dave&#39;s of America, Inc."	62125102.3	Consumer Services	Restaurants
DAX	Horizons DAX Germany ETF	18993000	n/a	n/a
DBVT	DBV Technologies S.A.	534347083.2	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
DBX	"Dropbox, Inc."	12556465569	Technology	Computer Software: Prepackaged Software
DCAR	"DropCar, Inc."	9787559.58	Consumer Services	Telecommunications Equipment
DCIX	Diana Containerships Inc.	11624418.96	Transportation	Marine Transportation
DCOM	"Dime Community Bancshares, Inc."	760816739.3	Finance	Savings Institutions
DCPH	"Deciphera Pharmaceuticals, Inc."	1496794773	Health Care	Major Pharmaceuticals
DDBI	Legg Mason Developed EX-US Diversified Core ETF	5887660	n/a	n/a
DDOC	"DERMAdoctor, Inc."	0	Consumer Non-Durables	Package Goods/Cosmetics
DELT	Delta Technology Holdings Limited	13926345.4	Basic Industries	Major Chemicals
DENN	Denny&#39;s Corporation	1035663107	Consumer Services	Restaurants
DEPO	"Depomed, Inc."	444475933	Health Care	Major Pharmaceuticals
DERM	"Dermira, Inc."	414713491.7	Health Care	Major Pharmaceuticals
DEST	Destination Maternity Corporation	90128820	Consumer Services	Clothing/Shoe/Accessory Stores
DFBG	Differential Brands Group Inc.	74065035.5	Consumer Non-Durables	Apparel
DFBH	DFB Healthcare Acquisitions Corp.	79863244.8	Finance	Business Services
DFBHU	DFB Healthcare Acquisitions Corp.	0	Finance	Business Services
DFBHW	DFB Healthcare Acquisitions Corp.	0	Finance	Business Services
DFFN	Diffusion Pharmaceuticals Inc.	23979899.21	Health Care	Major Pharmaceuticals
DFNL	Davis Select Financial ETF	135035000	n/a	n/a
DFRG	"Del Frisco&#39;s Restaurant Group, Inc."	251652553.8	Consumer Services	Restaurants
DFVL	Barclays PLC	4585248	Finance	Commercial Banks
DFVS	Barclays PLC	4466826	Finance	Commercial Banks
DGICA	"Donegal Group, Inc."	393427029.1	Finance	Property-Casualty Insurers
DGICB	"Donegal Group, Inc."	394283411.2	Finance	Property-Casualty Insurers
DGII	Digi International Inc.	377402027.5	Technology	Computer Communications Equipment
DGLD	Credit Suisse AG	18651082.1	Finance	Investment Bankers/Brokers/Service
DGLY	"Digital Ally, Inc."	16093365.75	Technology	Radio And Television Broadcasting And Communications Equipment
DGRE	WisdomTree Emerging Markets Quality Dividend Growth Fund	82665000	n/a	n/a
DGRS	WisdomTree U.S. SmallCap Quality Dividend Growth Fund	109063200	n/a	n/a
DGRW	WisdomTree U.S. Quality Dividend Growth Fund	2214082000	n/a	n/a
DHIL	"Diamond Hill Investment Group, Inc."	686051504.2	Finance	Investment Managers
DHXM	DHX Media Ltd.	281918704.2	n/a	n/a
DINT	Davis Select International ETF	43245000	n/a	n/a
DIOD	Diodes Incorporated	1760953222	Technology	Semiconductors
DISCA	"Discovery, Inc."	14552117077	Consumer Services	Television Services
DISCB	"Discovery, Inc."	16012706854	Consumer Services	Television Services
DISCK	"Discovery, Inc."	13450395978	Consumer Services	Television Services
DISH	DISH Network Corporation	16353631099	Consumer Services	Television Services
DJCO	Daily Journal Corp. (S.C.)	319628891.5	Consumer Services	Newspapers/Magazines
DLBL	Barclays PLC	4346155.96	Finance	Commercial Banks
DLBS	Barclays PLC	18446980.32	Finance	Commercial Banks
DLHC	DLH Holdings Corp.	65447217	Technology	Professional Services
DLPN	"Dolphin Entertainment, Inc."	40509192.09	Consumer Services	Other Consumer Services
DLPNW	"Dolphin Entertainment, Inc."	0	Consumer Services	Other Consumer Services
DLTH	Duluth Holdings Inc.	806761591.9	Consumer Services	Clothing/Shoe/Accessory Stores
DLTR	"Dollar Tree, Inc."	20122946658	Consumer Services	Department/Specialty Retail Stores
DMLP	"Dorchester Minerals, L.P."	629455593	Energy	Oil & Gas Production
DMPI	"DelMar Pharmaceuticals, Inc."	14970522.38	Health Care	Major Pharmaceuticals
DMRC	Digimarc Corporation	336462752	Technology	EDP Services
DNBF	DNB Financial Corp	153600375.5	Finance	Major Banks
DNJR	GOLDEN BULL LIMITED	95938425	Finance	Finance: Consumer Services
DNKN	"Dunkin&#39; Brands Group, Inc."	5821844351	Consumer Services	Restaurants
DNLI	Denali Therapeutics Inc.	1501626083	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
DOCU	"DocuSign, Inc."	8604359817	Technology	Computer Software: Prepackaged Software
DOGZ	Dogness (International) Corporation	111832865.9	Consumer Durables	Miscellaneous manufacturing industries
DOMO	"Domo, Inc."	474797317.8	Technology	Computer Software: Prepackaged Software
DORM	"Dorman Products, Inc."	2386859907	Capital Goods	Auto Parts:O.E.M.
DOTA	"Draper Oakwood Technology Acquisition, Inc."	23037682.3	Finance	Business Services
DOTAR	"Draper Oakwood Technology Acquisition, Inc."	0	Finance	Business Services
DOTAU	"Draper Oakwood Technology Acquisition, Inc."	0	Finance	Business Services
DOTAW	"Draper Oakwood Technology Acquisition, Inc."	0	Finance	Business Services
DOVA	"Dova Pharmaceuticals, Inc."	823466879.9	Health Care	Major Pharmaceuticals
DOX	Amdocs Limited	9601157600	Technology	EDP Services
DRAD	Digirad Corporation	32693566.75	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
DRIO	DarioHealth Corp.	21767064.8	Health Care	Medical/Dental Instruments
DRIOW	DarioHealth Corp.	0	Health Care	Medical/Dental Instruments
DRIV	Global X Autonomous & Electric Vehicles ETF	0	n/a	n/a
DRNA	"Dicerna Pharmaceuticals, Inc."	746369547.1	Health Care	Major Pharmaceuticals
DRRX	DURECT Corporation	263586168.8	Health Care	Major Pharmaceuticals
DRYS	DryShips Inc.	619909986.9	Transportation	Marine Transportation
DSGX	The Descartes Systems Group Inc.	2554092100	Technology	Computer Software: Prepackaged Software
DSKE	"Daseke, Inc."	581357807.4	Consumer Services	Transportation Services
DSKEW	"Daseke, Inc."	0	Consumer Services	Transportation Services
DSLV	Credit Suisse AG	13516516.8	Finance	Investment Bankers/Brokers/Service
DSPG	"DSP Group, Inc."	289119828.8	Technology	Semiconductors
DSWL	"Deswell Industries, Inc."	52897845.87	Consumer Non-Durables	Plastic Products
DTEA	DAVIDsTEA Inc.	95750818.35	Consumer Non-Durables	Food Chains
DTRM	"Determine, Inc. "	21787146.72	Technology	Computer Software: Prepackaged Software
DTUL	Barclays PLC	4768872.75	Finance	Commercial Banks
DTUS	Barclays PLC	10249358.41	Finance	Commercial Banks
DTYL	Barclays PLC	5019137.28	Finance	Commercial Banks
DTYS	Barclays PLC	65256471.73	Finance	Commercial Banks
DUSA	Davis Select U.S. Equity ETF	120681000	n/a	n/a
DVAX	Dynavax Technologies Corporation	996385536	Health Care	Major Pharmaceuticals
DVCR	Diversicare Healthcare Services Inc.	44773375.3	Health Care	Hospital/Nursing Management
DVY	iShares Select Dividend ETF	17122350000	n/a	n/a
DWAQ	Invesco DWA NASDAQ Momentum ETF	56565600	n/a	n/a
DWAS	Invesco DWA SmallCap Momentum ETF	342881000	n/a	n/a
DWAT	Arrow DWA Tactical ETF	5985000	n/a	n/a
DWCH	Datawatch Corporation	124111806	Technology	Computer Software: Prepackaged Software
DWCR	Arrow DWA Country Rotation ETF	14245000	n/a	n/a
DWFI	SPDR Dorsey Wright Fixed Income Allocation ETF	149123750	n/a	n/a
DWIN	Invesco DWA Tactical Multi-Asset Income ETF	69687025.81	n/a	n/a
DWLD	Davis Select Worldwide ETF	240833320	n/a	n/a
DWLV	Invesco DWA Momentum & Low Volatility Rotation ETF	39581312.98	n/a	n/a
DWPP	First Trust Dorsey Wright People&#39;s Portfolio ETF	33729558.66	n/a	n/a
DWSN	Dawson Geophysical Company	181548944.2	Energy	Oil & Gas Production
DWTR	Invesco DWA Tactical Sector Rotation ETF	67548630.02	n/a	n/a
DXCM	"DexCom, Inc."	8717765819	Health Care	Medical/Dental Instruments
DXGE	WisdomTree Germany Hedged Equity Fund	81837000	n/a	n/a
DXJS	WisdomTree Japan Hedged SmallCap Equity Fund	156913300	n/a	n/a
DXLG	"Destination XL Group, Inc."	107829862.8	Consumer Services	Clothing/Shoe/Accessory Stores
DXPE	"DXP Enterprises, Inc."	712493427.5	Capital Goods	Industrial Machinery/Components
DXYN	"The Dixie Group, Inc."	37763417.1	Consumer Durables	Home Furnishings
DYNT	Dynatronics Corporation	23170462.69	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
DYSL	Dynasil Corporation of America	23616243.58	Capital Goods	Industrial Machinery/Components
DZSI	"DASAN Zhone Solutions, Inc."	168525897.8	Public Utilities	Telecommunications Equipment
EA	Electronic Arts Inc.	44416842929	Technology	Computer Software: Prepackaged Software
EACQ	Easterly Acquisition Corp.	208162000.8	Finance	Finance: Consumer Services
EACQU	Easterly Acquisition Corp.	0	Finance	Finance: Consumer Services
EACQW	Easterly Acquisition Corp.	0	Finance	Finance: Consumer Services
EAGL	Platinum Eagle Acquisition Corp.	93304943.28	Finance	Business Services
EAGLU	Platinum Eagle Acquisition Corp.	0	Finance	Business Services
EAGLW	Platinum Eagle Acquisition Corp.	0	Finance	Business Services
EARS	Auris Medical Holding AG	3909622.671	Health Care	Major Pharmaceuticals
EAST	"Eastside Distilling, Inc."	44869727.56	Consumer Non-Durables	Beverages (Production/Distribution)
EASTW	"Eastside Distilling, Inc."	0	Consumer Non-Durables	Beverages (Production/Distribution)
EBAY	eBay Inc.	37164838691	Miscellaneous	Business Services
EBAYL	eBay Inc.	0	Miscellaneous	Business Services
EBIX	"Ebix, Inc."	2514262439	Technology	EDP Services
EBMT	"Eagle Bancorp Montana, Inc."	103202542.8	Finance	Major Banks
EBSB	"Meridian Bancorp, Inc."	1048987339	Finance	Major Banks
EBTC	Enterprise Bancorp Inc	474314087.8	Finance	Major Banks
ECHO	"Echo Global Logistics, Inc."	834097903.8	Transportation	Oil Refining/Marketing
ECOL	"US Ecology, Inc."	1462830250	Public Utilities	Environmental Services
ECOR	"electroCore, Inc."	446321091.5	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG	Encore Capital Group Inc	978379736	Finance	Finance Companies
ECYT	"Endocyte, Inc."	1112721256	Health Care	Major Pharmaceuticals
EDAP	EDAP TMS S.A.	88572648.67	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBI	Legg Mason Emerging Markets Diversified Core ETF	0	n/a	n/a
EDGE	"Edge Therapeutics, Inc."	33433467.17	Health Care	Major Pharmaceuticals
EDGW	"Edgewater Technology, Inc."	79167418	Technology	"Computer Software: Programming, Data Processing"
EDIT	"Editas Medicine, Inc."	1806110822	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
EDRY	EuroDry Ltd.	1650000000	Consumer Services	Marine Transportation
EDUC	Educational Development Corporation	75870130.7	Consumer Durables	Consumer Specialties
EEFT	"Euronet Worldwide, Inc."	4397332287	Finance	Investment Bankers/Brokers/Service
EEI	"Ecology and Environment, Inc."	55685592.04	Consumer Services	Military/Government/Technical
EEMA	iShares MSCI Emerging Markets Asia ETF	482854500	n/a	n/a
EFAS	Global X MSCI SuperDividend EAFE ETF	0	n/a	n/a
EFBI	"Eagle Financial Bancorp, Inc."	26373765.38	Finance	Savings Institutions
EFII	"Electronics for Imaging, Inc."	1514243579	Technology	Computer Communications Equipment
EFOI	"Energy Focus, Inc."	24349635.84	Consumer Durables	Building Products
EFSC	Enterprise Financial Services Corporation	1283830215	Finance	Major Banks
EGAN	eGain Corporation	493151155.9	Technology	Computer Software: Prepackaged Software
EGBN	"Eagle Bancorp, Inc."	2187025669	Finance	Major Banks
EGC	"Energy XXI Gulf Coast, Inc."	300557709	Energy	Oil & Gas Production
EGHT	8x8 Inc	1971701209	Public Utilities	Telecommunications Equipment
EGLE	Eagle Bulk Shipping Inc.	395692568.8	Transportation	Marine Transportation
EGLT	Egalet Corporation	21316799.24	Health Care	Major Pharmaceuticals
EGOV	NIC Inc.	1110785069	Miscellaneous	Business Services
EGRX	"Eagle Pharmaceuticals, Inc."	1160427960	Health Care	Major Pharmaceuticals
EHTH	"eHealth, Inc."	444816505	Finance	Specialty Insurers
EIDX	"Eidos Therapeutics, Inc."	805826857.5	Health Care	Major Pharmaceuticals
EIGI	"Endurance International Group Holdings, Inc."	1541315250	Technology	Computer Software: Prepackaged Software
EIGR	"Eiger BioPharmaceuticals, Inc."	125427439.9	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
EKSO	"Ekso Bionics Holdings, Inc."	119502783.2	Capital Goods	Industrial Machinery/Components
ELGX	"Endologix, Inc."	485579638	Health Care	Medical/Dental Instruments
ELON	Echelon Corporation	37826540.76	Technology	Computer Communications Equipment
ELOX	"Eloxx Pharmaceuticals, Inc."	635451794.4	Health Care	Biotechnology: Commercial Physical & Biological Resarch
ELSE	"Electro-Sensors, Inc."	13412647.5	Capital Goods	Industrial Machinery/Components
ELTK	Eltek Ltd.	7627355.52	Technology	Electrical Products
EMB	iShares J.P. Morgan USD Emerging Markets Bond ETF	12666420000	n/a	n/a
EMCB	WisdomTree Emerging Markets Corporate Bond Fund	41544000	n/a	n/a
EMCF	Emclaire Financial Corp	79489865	Finance	Major Banks
EMCG	WisdomTree Emerging Markets Consumer Growth Fund	43700000	n/a	n/a
EMCI	EMC Insurance Group Inc.	626636882.4	Finance	Property-Casualty Insurers
EMIF	iShares S&P Emerging Markets Infrastructure Index Fund	34140480	n/a	n/a
EMITF	Elbit Imaging Ltd.	21322674.56	Consumer Services	Building operators
EMKR	EMCORE Corporation	138660678	Technology	Semiconductors
EML	Eastern Company (The)	189829500	Capital Goods	Industrial Machinery/Components
EMMS	Emmis Communications Corporation	65710129.61	Consumer Services	Broadcasting
EMXC	iShares MSCI Emerging Markets ex China ETF	9750000	n/a	n/a
ENDP	Endo International plc	2430369174	Health Care	Major Pharmaceuticals
ENFC	Entegra Financial Corp.	207685712.3	Finance	Banks
ENG	ENGlobal Corporation	34392975	Consumer Services	Military/Government/Technical
ENPH	"Enphase Energy, Inc."	680845299.5	Technology	Semiconductors
ENSG	"The Ensign Group, Inc."	1935068934	Health Care	Hospital/Nursing Management
ENT	Global Eagle Entertainment Inc.	264067086.4	Consumer Services	Telecommunications Equipment
ENTA	"Enanta Pharmaceuticals, Inc."	2414230155	Health Care	Major Pharmaceuticals
ENTG	"Entegris, Inc."	4939610144	Consumer Non-Durables	Plastic Products
ENTX	Entera Bio Ltd.	75426912	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW	Entera Bio Ltd.	0	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ENZL	iShares MSCI New Zealand ETF	150700500	n/a	n/a
EOLS	"Evolus, Inc."	646801043	Health Care	Major Pharmaceuticals
EPAY	"Bottomline Technologies, Inc."	2197292563	Technology	Computer Software: Prepackaged Software
EPIX	ESSA Pharma Inc.	22526782.2	Health Care	Major Pharmaceuticals
EPZM	"Epizyme, Inc."	875546380.8	Health Care	Major Pharmaceuticals
EQBK	"Equity Bancshares, Inc."	672833647.7	Finance	Major Banks
EQFN	Equitable Financial Corp.	34835535	Finance	Savings Institutions
EQIX	"Equinix, Inc."	35414328980	Consumer Services	Real Estate Investment Trusts
EQRR	ProShares Equities for Rising Rates ETF	14516748.39	n/a	n/a
ERI	"Eldorado Resorts, Inc."	3182333938	Consumer Services	Hotels/Resorts
ERIC	Ericsson	2429097520	Technology	Radio And Television Broadcasting And Communications Equipment
ERIE	Erie Indemnity Company	6169681525	Finance	Specialty Insurers
ERII	"Energy Recovery, Inc."	431772720.5	Technology	Industrial Machinery/Components
ERYP	Erytech Pharma S.A.	55846274.64	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ESBK	Elmira Savings Bank NY (The)	62287446	Finance	Major Banks
ESCA	"Escalade, Incorporated"	202540444.5	Consumer Non-Durables	Recreational Products/Toys
ESEA	Euroseas Ltd.	20406168.06	Transportation	Marine Transportation
ESES	"Eco-Stim Energy Solutions, Inc."	50314976.54	Energy	Oilfield Services/Equipment
ESG	FlexShares STOXX US ESG Impact Index Fund	26008065.02	n/a	n/a
ESGD	iShares MSCI EAFE ESG Optimized ETF	289344000	n/a	n/a
ESGE	iShares MSCI EM ESG Optimized ETF	323904000	n/a	n/a
ESGG	FlexShares STOXX Global ESG Impact Index Fund	76288095.36	n/a	n/a
ESGR	Enstar Group Limited	4533482070	Finance	Property-Casualty Insurers
ESGU	iShares MSCI USA ESG Optimized ETF	84756000	n/a	n/a
ESIO	"Electro Scientific Industries, Inc."	546694477.8	Miscellaneous	Industrial Machinery/Components
ESLT	Elbit Systems Ltd.	5135084690	Capital Goods	Military/Government/Technical
ESND	Essendant Inc.	524173093	Consumer Services	Paper
ESPR	"Esperion Therapeutics, Inc."	1195173338	Health Care	Major Pharmaceuticals
ESQ	"Esquire Financial Holdings, Inc."	198800804.1	Finance	Commercial Banks
ESRX	Express Scripts Holding Company	44977000470	Health Care	Medical/Nursing Services
ESSA	"ESSA Bancorp, Inc."	185675512	Finance	Banks
ESTR	"Estre Ambiental, Inc."	382487500	Public Utilities	Environmental Services
ESTRW	"Estre Ambiental, Inc."	0	Public Utilities	Environmental Services
ESXB	Community Bankers Trust Corporation.	214216672.1	Finance	Major Banks
ETFC	E*TRADE Financial Corporation	15987654230	Finance	Savings Institutions
ETSY	"Etsy, Inc."	5341750499	Miscellaneous	Business Services
EUFN	iShares MSCI Europe Financials Sector Index Fund	1512335500	n/a	n/a
EVBG	"Everbridge, Inc."	1420881734	Technology	Computer Software: Prepackaged Software
EVER	"EverQuote, Inc."	439012533.6	Technology	"Computer Software: Programming, Data Processing"
EVFM	"Evofem Biosciences, Inc."	46362317.4	Health Care	Major Pharmaceuticals
EVFTC	Eaton Vance NextShares Trust II	52526250	n/a	n/a
EVGBC	Eaton Vance NextShares Trust	59988000	n/a	n/a
EVGN	Evogene Ltd.	73659864.85	Basic Industries	Agricultural Chemicals
EVK	"Ever-Glory International Group, Inc."	39209378.8	Consumer Non-Durables	Apparel
EVLMC	Eaton Vance NextShares Trust II	69979000	n/a	n/a
EVLO	"Evelo Biosciences, Inc."	397769439.5	Health Care	Major Pharmaceuticals
EVLV	EVINE Live Inc.	87932227.1	Consumer Services	Catalog/Specialty Distribution
EVOK	"Evoke Pharma, Inc."	43966795.36	Health Care	Major Pharmaceuticals
EVOL	"Evolving Systems, Inc."	35134636.8	Technology	EDP Services
EVOP	"EVO Payments, Inc."	1516256540	n/a	n/a
EVSTC	Eaton Vance NextShares Trust	95019000	n/a	n/a
EWBC	"East West Bancorp, Inc."	9557472542	Finance	Major Banks
EWZS	iShares MSCI Brazil Small-Cap ETF	50283500	n/a	n/a
EXAS	Exact Sciences Corporation	7613766569	Health Care	Biotechnology: Commercial Physical & Biological Resarch
EXEL	"Exelixis, Inc."	6296535920	Health Care	Biotechnology: Commercial Physical & Biological Resarch
EXFO	EXFO Inc	82129096	Capital Goods	Electrical Products
EXLS	"ExlService Holdings, Inc."	2047254503	Miscellaneous	Business Services
EXPD	"Expeditors International of Washington, Inc."	12550765257	Transportation	Oil Refining/Marketing
EXPE	"Expedia Group, Inc."	18918617886	Consumer Services	Transportation Services
EXPI	"eXp World Holdings, Inc."	617653388.1	Miscellaneous	Business Services
EXPO	"Exponent, Inc."	2626454601	Consumer Services	Professional Services
EXTR	"Extreme Networks, Inc."	993199282.1	Technology	Computer Communications Equipment
EYE	"National Vision Holdings, Inc."	2921771004	Health Care	Ophthalmic Goods
EYEG	"Eyegate Pharmaceuticals, Inc."	24238852.39	Health Care	Major Pharmaceuticals
EYEGW	"Eyegate Pharmaceuticals, Inc."	0	Health Care	Major Pharmaceuticals
EYEN	"Eyenovia, Inc."	60117464.55	Health Care	Major Pharmaceuticals
EYES	"Second Sight Medical Products, Inc."	117939479	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW	"Second Sight Medical Products, Inc."	0	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYPT	"EyePoint Pharmaceuticals, Inc."	117785219.1	Capital Goods	Biotechnology: Laboratory Analytical Instruments
EZPW	"EZCORP, Inc."	661742666.6	Consumer Services	Other Specialty Stores
FAAR	First Trust Alternative Absolute Return Strategy ETF	15861672.68	n/a	n/a
FAB	First Trust Multi Cap Value AlphaDEX Fund	90979153.72	n/a	n/a
FAD	First Trust Multi Cap Growth AlphaDEX Fund	183600146.9	n/a	n/a
FALN	iShares Fallen Angels USD Bond ETF	65825000	n/a	n/a
FAMI	"FARMMI, INC."	80942400	Consumer Non-Durables	Packaged Foods
FANG	"Diamondback Energy, Inc."	13309581738	Energy	Oil & Gas Production
FANH	Fanhua Inc.	926522769	Finance	Specialty Insurers
FARM	Farmer Brothers Company	521382030.4	Consumer Non-Durables	Packaged Foods
FARO	"FARO Technologies, Inc."	952357960.2	Capital Goods	Industrial Machinery/Components
FAST	Fastenal Company	13869478928	Consumer Services	RETAIL: Building Materials
FAT	FAT Brands Inc.	76152000	Consumer Services	Restaurants
FATE	"Fate Therapeutics, Inc."	657559068.2	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
FB	"Facebook, Inc."	5.88275E+11	Technology	"Computer Software: Programming, Data Processing"
FBIO	"Fortress Biotech, Inc."	165583717	Health Care	Major Pharmaceuticals
FBIOP	"Fortress Biotech, Inc."	0	Health Care	Major Pharmaceuticals
FBIZ	"First Business Financial Services, Inc."	227699631.6	Finance	Major Banks
FBMS	"The First Bancshares, Inc."	480173772.8	Finance	Major Banks
FBNC	First Bancorp	1236862324	Finance	Major Banks
FBNK	"First Connecticut Bancorp, Inc."	493178893.8	Finance	Banks
FBSS	"Fauquier Bankshares, Inc."	80226799.78	Finance	Major Banks
FBZ	First Trust Brazil AlphaDEX Fund	6972023.24	n/a	n/a
FCA	First Trust China AlphaDEX Fund	9691555.38	n/a	n/a
FCAL	First Trust California Municipal High income ETF	15123310.82	n/a	n/a
FCAN	First Trust Canada AlphaDEX Fund	11835052.6	n/a	n/a
FCAP	"First Capital, Inc."	134949952.8	Finance	Savings Institutions
FCBC	"First Community Bancshares, Inc."	555602457.5	Finance	Major Banks
FCBP	First Choice Bancorp	216186900	Finance	Major Banks
FCCO	First Community Corporation	195717767.5	Finance	Major Banks
FCCY	1st Constitution Bancorp (NJ)	180232692.3	Finance	Savings Institutions
FCEF	First Trust CEF Income Opportunity ETF	41580816	n/a	n/a
FCEL	"FuelCell Energy, Inc."	120350594	Miscellaneous	Industrial Machinery/Components
FCFS	"First Cash, Inc."	4128245498	Consumer Services	Other Specialty Stores
FCNCA	"First Citizens BancShares, Inc."	4904328778	Finance	Major Banks
FCSC	Fibrocell Science Inc.	19360618.94	Health Care	Major Pharmaceuticals
FCVT	First Trust SSI Strategic Convertible Securities ETF	168560060.2	n/a	n/a
FDBC	"Fidelity D & D Bancorp, Inc."	220587024	Finance	Major Banks
FDEF	First Defiance Financial Corp.	693501370.5	Finance	Savings Institutions
FDIV	First Trust Strategic Income ETF	84087878.93	n/a	n/a
FDT	First Trust Developed Markets Ex-US AlphaDEX Fund	1278753720	n/a	n/a
FDTS	First Trust Developed Markets ex-US Small Cap AlphaDEX Fund	14479652.74	n/a	n/a
FDUS	Fidus Investment Corporation	352758176	n/a	n/a
FDUSL	Fidus Investment Corporation	0	n/a	n/a
FEIM	"Frequency Electronics, Inc."	69488268.72	Capital Goods	Electrical Products
FELE	"Franklin Electric Co., Inc."	2151438491	Consumer Durables	Metal Fabrications
FEM	First Trust Emerging Markets AlphaDEX Fund	594029051.3	n/a	n/a
FEMB	First Trust Emerging Markets Local Currency Bond ETF	53228076.04	n/a	n/a
FEMS	First Trust Emerging Markets Small Cap AlphaDEX Fund	274824076.3	n/a	n/a
FENC	Fennec Pharmaceuticals Inc.	192286357.2	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
